cbsa,effectiveDate,geographicWageIndex,reclassifiedWageIndex,imputedFloorWageIndex,name
16860,20240101,0.8397,0.8397,0.0000,Chattanooga TN-GA
16940,20240101,0.8898,0.8898,0.0000,Cheyenne WY
16984,20240101,1.0211,1.0052,0.0000,Chicago-Naperville-Evanston IL
17020,20240101,1.0755,1.0755,0.0000,Chico CA
17140,20240101,0.8793,0.8793,0.0000,Cincinnati OH-KY-IN
17300,20240101,0.7069,0.7069,0.0000,Clarksville TN-KY
17420,20240101,0.7582,0.7582,0.0000,Cleveland TN
17460,20240101,0.8350,0.8125,0.0000,Cleveland-Elyria OH
17660,20240101,0.9162,0.9162,0.0000,Coeur d'Alene ID
17780,20240101,0.8816,0.8816,0.0000,College Station-Bryan TX
17820,20240101,0.9309,0.9309,0.0000,Colorado Springs CO
17860,20240101,0.8253,0.8084,0.0000,Columbia MO
17900,20240101,0.8550,0.8371,0.0000,Columbia SC
17980,20240101,0.7749,0.7371,0.0000,Columbus GA-AL
18020,20240101,0.9689,0.9531,0.0000,Columbus IN
18140,20240101,0.9230,0.8894,0.0000,Columbus OH
18580,20240101,0.9403,0.8846,0.0000,Corpus Christi TX
18700,20240101,1.0889,1.0889,0.0000,Corvallis OR
18880,20240101,0.8702,0.8425,0.0000,Crestview-Fort Walton Beach-Destin FL
19060,20240101,0.8492,0.8492,0.0000,Cumberland MD-WV
19124,20240101,0.9331,0.9331,0.0000,Dallas-Plano-Irving TX
19140,20240101,0.8588,0.8299,0.0000,Dalton GA
19180,20240101,0.9258,0.9134,0.0000,Danville IL
19300,20240101,0.7400,0.7400,0.0000,Daphne-Fairhope-Foley AL
19340,20240101,0.7688,0.7688,0.0000,Davenport-Moline-Rock Island IA-IL
19430,20240101,0.8405,0.8405,0.0000,Dayton-Kettering OH
19460,20240101,0.8031,0.8031,0.0000,Decatur AL
19500,20240101,0.8777,0.8777,0.0000,Decatur IL
19660,20240101,0.7920,0.7920,0.0000,Deltona-Daytona Beach-Ormond Beach FL
19740,20240101,0.9595,0.9595,0.0000,Denver-Aurora-Lakewood CO
19780,20240101,0.8515,0.8515,0.0000,Des Moines-West Des Moines IA
19804,20240101,0.8795,0.8795,0.0000,Detroit-Dearborn-Livonia MI
20020,20240101,0.6430,0.6430,0.0000,Dothan AL
20100,20240101,1.0743,1.0219,0.0000,Dover DE
20220,20240101,0.8101,0.8101,0.0000,Dubuque IA
20260,20240101,0.9774,0.9774,0.0000,Duluth MN-WI
20500,20240101,0.9368,0.9129,0.0000,Durham-Chapel Hill NC
20700,20240101,0.9152,0.9152,0.0000,East Stroudsburg PA
20740,20240101,0.9311,0.9002,0.0000,Eau Claire WI
20940,20240101,0.9261,0.9261,0.0000,El Centro CA
20994,20240101,1.0623,1.0623,0.0000,Elgin IL
21060,20240101,0.8157,0.8157,0.0000,Elizabethtown-Fort Knox KY
21140,20240101,0.9749,0.9749,0.0000,Elkhart-Goshen IN
21300,20240101,0.8210,0.8210,0.0000,Elmira NY
21340,20240101,0.7940,0.7940,0.0000,El Paso TX
21420,20240101,0.8181,0.8181,0.0000,Enid OK
21500,20240101,0.7400,0.7400,0.0000,Erie PA
21660,20240101,1.1824,1.1468,0.0000,Eugene-Springfield OR
21780,20240101,0.8992,0.8690,0.0000,Evansville IN-KY
21820,20240101,0.8866,0.8866,0.0000,Fairbanks AK
22020,20240101,0.8523,0.8523,0.0000,Fargo ND-MN
22140,20240101,0.8136,0.8136,0.0000,Farmington NM
22180,20240101,0.8125,0.8125,0.0000,Fayetteville NC
22220,20240101,0.7973,0.7688,0.0000,Fayetteville-Springdale-Rogers AR
22380,20240101,1.0083,0.9797,0.0000,Flagstaff AZ
22420,20240101,1.0032,0.9177,0.0000,Flint MI
22500,20240101,0.8058,0.8058,0.0000,Florence SC
22520,20240101,0.6479,0.6479,0.0000,Florence-Muscle Shoals AL
22540,20240101,0.7969,0.7969,0.0000,Fond du Lac WI
22660,20240101,0.9403,0.9403,0.0000,Fort Collins CO
22744,20240101,0.9325,0.8929,0.0000,Fort Lauderdale-Pompano Beach-Sunrise FL
