cbsa,effectiveDate,geographicWageIndex,reclassifiedWageIndex,ruralFloorWageIndex,imputedFloorWageIndex,name
29180,20210101,0.7584,0.7584,0,,Lafayette LA
29200,20210101,0.9878,0.9878,0,,Lafayette-West Lafayette IN
29340,20210101,0.7613,0.7507,0,,Lake Charles LA
29404,20210101,1.0174,0.9956,0,,Lake County-Kenosha County IL-WI
29420,20210101,0.9036,0.9036,0,,Lake Havasu City-Kingman AZ
29460,20210101,0.7945,0.7945,0,,Lakeland-Winter Haven FL
29540,20210101,0.9082,0.9082,0,,Lancaster PA
29620,20210101,0.9526,0.9236,0,,Lansing-East Lansing MI
29700,20210101,0.778,0.778,0,,Laredo TX
29740,20210101,0.9019,0.8696,0,,Las Cruces NM
29820,20210101,1.1431,1.1431,0,,Las Vegas-Henderson-Paradise NV
29940,20210101,0.8375,0.8375,0,,Lawrence KS
30020,20210101,0.6563,0.6563,0,,Lawton OK
30140,20210101,0.9782,0.9782,0,,Lebanon PA
30300,20210101,0.7839,0.7839,0,,Lewiston ID-WA
30340,20210101,0.8926,0.8926,0,,Lewiston-Auburn ME
30460,20210101,0.883,0.8658,0,,Lexington-Fayette KY
30620,20210101,0.8516,0.8516,0,,Lima OH
30700,20210101,0.9548,0.9548,0,,Lincoln NE
30780,20210101,0.8307,0.8129,0,,Little Rock-North Little Rock-Conway AR
30860,20210101,0.8981,0.8981,0,,Logan UT-ID
30980,20210101,0.8079,0.8079,0,,Longview TX
31020,20210101,1.1039,1.1039,0,,Longview WA
31084,20210101,1.2895,1.2583,0,,Los Angeles-Long Beach-Glendale CA
31140,20210101,0.87,0.87,0,,Louisville/Jefferson County KY-IN
31180,20210101,0.8536,0.8536,0,,Lubbock TX
31340,20210101,0.8445,0.8445,0,,Lynchburg VA
31420,20210101,0.9098,0.8634,0,,Macon-Bibb County GA
31460,20210101,0.7683,0.7683,0,,Madera CA
31540,20210101,1.0229,1.0047,0,,Madison WI
31700,20210101,0.9827,0.9827,0,,Manchester-Nashua NH
31740,20210101,0.7947,0.7947,0,,Manhattan KS
31860,20210101,1.0288,1.0288,0,,Mankato MN
31900,20210101,0.8289,0.8289,0,,Mansfield OH
32420,20210101,0.3475,0.3475,0,,Mayag?ez PR
32580,20210101,0.8162,0.8162,0,,McAllen-Edinburg-Mission TX
32780,20210101,1.0841,1.0841,0,,Medford OR
32820,20210101,0.856,0.8309,0,,Memphis TN-MS-AR
32900,20210101,1.2898,1.2898,0,,Merced CA
33124,20210101,0.9337,0.9337,0,,Miami-Miami Beach-Kendall FL
33140,20210101,0.924,0.924,0,,Michigan City-La Porte IN
33220,20210101,0.9031,0.9031,0,,Midland MI
33260,20210101,0.8995,0.8995,0,,Midland TX
33340,20210101,0.9813,0.9813,0,,Milwaukee-Waukesha WI
33460,20210101,1.0905,1.0662,0,,Minneapolis-St. Paul-Bloomington MN-WI
33540,20210101,0.9278,0.8772,0,,Missoula MT
33660,20210101,0.7431,0.7431,0,,Mobile AL
33700,20210101,1.2911,1.2911,0,,Modesto CA
33740,20210101,0.7725,0.7725,0,,Monroe LA
33780,20210101,0.9443,0.9443,0,,Monroe MI
33860,20210101,0.7595,0.7595,0,,Montgomery AL
33874,20210101,0.975,0.975,0,,Montgomery County-Bucks County-Chester Count
34060,20210101,0.8113,0.8113,0,,Morgantown WV
34100,20210101,0.6767,0.6767,0,,Morristown TN
34580,20210101,1.0565,1.0565,0,,Mount Vernon-Anacortes WA
34620,20210101,1.0207,0.9601,0,,Muncie IN
34740,20210101,0.9479,0.9479,0,,Muskegon MI
34820,20210101,0.8432,0.8103,0,,Myrtle Beach-Conway-North Myrtle Beach SC-N
34900,20210101,1.5452,1.5452,0,,Napa CA
34940,20210101,0.8507,0.8507,0,,Naples-Marco Island FL
34980,20210101,0.8741,0.8568,0,,Nashville-Davidson--Murfreesboro--Franklin
35004,20210101,1.3541,1.3541,0,,Nassau County-Suffolk County NY
35084,20210101,1.1195,1.0729,0,,Newark NJ-PA
35100,20210101,0.8021,0.8021,0,,New Bern NC
35154,20210101,1.0754,1.0754,0,,New Brunswick-Lakewood NJ
35300,20210101,1.1623,1.1248,0,,New Haven-Milford CT
35380,20210101,0.8351,0.8197,0,,New Orleans-Metairie LA
35614,20210101,1.3468,1.324,0,,New York-Jersey City-White Plains NY-NJ
35660,20210101,0.8382,0.8382,0,,Niles MI
35840,20210101,0.908,0.8861,0,,North Port-Sarasota-Bradenton FL
35980,20210101,1.1182,1.1182,0,,Norwich-New London CT
36084,20210101,1.7328,1.7143,0,,Oakland-Berkeley-Livermore CA
36100,20210101,0.8369,0.8369,0,,Ocala FL
36140,20210101,1.0626,1.0214,0,,Ocean City NJ
36220,20210101,0.87,0.87,0,,Odessa TX
36260,20210101,0.8962,0.8962,0,,Ogden-Clearfield UT
36420,20210101,0.8828,0.8689,0,,Oklahoma City OK
36500,20210101,1.1164,1.1164,0,,Olympia-Lacey-Tumwater WA
36540,20210101,0.9392,0.9392,0,,Omaha-Council Bluffs NE-IA
36740,20210101,0.8739,0.8603,0,,Orlando-Kissimmee-Sanford FL
36780,20210101,0.9129,0.9129,0,,Oshkosh-Neenah WI
36980,20210101,0.8445,0.8445,0,,Owensboro KY
37100,20210101,1.4182,1.4182,0,,Oxnard-Thousand Oaks-Ventura CA
37340,20210101,0.8997,0.8834,0,,Palm Bay-Melbourne-Titusville FL
37460,20210101,0.8186,0.8186,0,,Panama City FL
37620,20210101,0.7667,0.7667,0,,Parkersburg-Vienna WV
37860,20210101,0.8126,0.7962,0,,Pensacola-Ferry Pass-Brent FL
37900,20210101,0.8621,0.8621,0,,Peoria IL
37964,20210101,1.0751,1.06,0,,Philadelphia PA
38060,20210101,0.9631,0.9631,0,,Phoenix-Mesa-Chandler AZ
38220,20210101,0.7806,0.7806,0,,Pine Bluff AR
38300,20210101,0.8384,0.8221,0,,Pittsburgh PA
38340,20210101,1.0642,1.0642,0,,Pittsfield MA
38540,20210101,0.926,0.926,0,,Pocatello ID
38660,20210101,0.3695,0.3695,0,,Ponce PR
38860,20210101,1.0549,1.0003,0,,Portland-South Portland ME
38900,20210101,1.1935,1.1764,0,,Portland-Vancouver-Hillsboro OR-WA
38940,20210101,0.8975,0.8783,0,,Port St. Lucie FL
39100,20210101,1.1982,1.1874,0,,Poughkeepsie-Newburgh-Middletown NY
39150,20210101,0.9895,0.9133,0,,Prescott Valley-Prescott AZ
39300,20210101,1.0163,1.0163,0,,Providence-Warwick RI-MA
39340,20210101,0.9109,0.9109,0,,Provo-Orem UT
39380,20210101,0.7771,0.7771,0,,Pueblo CO
39460,20210101,0.8645,0.8645,0,,Punta Gorda FL
39540,20210101,0.9706,0.9706,0,,Racine WI
39580,20210101,0.9465,0.9047,0,,Raleigh-Cary NC
39660,20210101,0.8096,0.8096,0,,Rapid City SD
39740,20210101,1.0025,0.9653,0,,Reading PA
39820,20210101,1.3589,1.3589,0,,Redding CA
39900,20210101,0.9234,0.9234,0,,Reno NV
40060,20210101,0.9164,0.9164,0,,Richmond VA
40140,20210101,1.1683,1.1683,0,,Riverside-San Bernardino-Ontario CA
40220,20210101,0.8737,0.861,0,,Roanoke VA
40340,20210101,1.044,1.0031,0,,Rochester MN
40380,20210101,0.8843,0.8843,0,,Rochester NY
40420,20210101,0.9662,0.9557,0,,Rockford IL
40484,20210101,1.0259,1.0259,0,,Rockingham County-Strafford County NH
40580,20210101,0.834,0.834,0,,Rocky Mount NC
40660,20210101,0.8696,0.8696,0,,Rome GA
40900,20210101,1.6243,1.6243,0,,Sacramento-Roseville-Folsom CA
40980,20210101,0.9017,0.9017,0,,Saginaw MI
41060,20210101,1.0203,1.0203,0,,St. Cloud MN
41100,20210101,0.946,0.946,0,,St. George UT
41140,20210101,0.9827,0.9722,0,,St. Joseph MO-KS
41180,20210101,0.9153,0.9153,0,,St. Louis MO-IL
41420,20210101,1.1002,1.1002,0,,Salem OR
41500,20210101,1.773,1.773,0,,Salinas CA
41540,20210101,0.91,0.91,0,,Salisbury MD-DE
41620,20210101,0.9855,0.9594,0,,Salt Lake City UT
41660,20210101,0.7881,0.7881,0,,San Angelo TX
41700,20210101,0.8474,0.8474,0,,San Antonio-New Braunfels TX
41740,20210101,1.2353,1.2353,0,,San Diego-Chula Vista-Carlsbad CA
41884,20210101,1.8251,1.8251,0,,San Francisco-San Mateo-Redwood City CA
41900,20210101,0.4168,0.4168,0,,San Germ�n PR
41940,20210101,1.8432,1.8432,0,,San Jose-Sunnyvale-Santa Clara CA
41980,20210101,0.4007,0.4007,0,,San Juan-Bayam?n-Caguas PR
42020,20210101,1.2792,1.2792,0,,San Luis Obispo-Paso Robles CA
42034,20210101,1.7857,1.7486,0,,San Rafael CA
42100,20210101,1.8501,1.8501,0,,Santa Cruz-Watsonville CA
42140,20210101,1.0591,0.8845,0,,Santa Fe NM
42200,20210101,1.4052,1.3862,0,,Santa Maria-Santa Barbara CA
42220,20210101,1.6439,1.6439,0,,Santa Rosa-Petaluma CA
42340,20210101,0.7874,0.7874,0,,Savannah GA
42540,20210101,0.8536,0.8536,0,,Scranton--Wilkes-Barre PA
42644,20210101,1.1595,1.1478,0,,Seattle-Bellevue-Kent WA
42680,20210101,0.809,0.809,0,,Sebastian-Vero Beach FL
42700,20210101,0.783,0.783,0,,Sebring-Avon Park FL
43100,20210101,0.9407,0.9407,0,,Sheboygan WI
43300,20210101,0.7642,0.7642,0,,Sherman-Denison TX
43340,20210101,0.8188,0.807,0,,Shreveport-Bossier City LA
43420,20210101,0.7859,0.7859,0,,Sierra Vista-Douglas AZ
43580,20210101,0.8382,0.8382,0,,Sioux City IA-NE-SD
43620,20210101,0.8061,0.8061,0,,Sioux Falls SD
43780,20210101,0.9724,0.9724,0,,South Bend-Mishawaka IN-MI
43900,20210101,0.8502,0.8502,0,,Spartanburg SC
44060,20210101,1.0774,1.0451,0,,Spokane-Spokane Valley WA
44100,20210101,0.9111,0.8915,0,,Springfield IL
44140,20210101,1.0005,1.0005,0,,Springfield MA
44180,20210101,0.7907,0.7907,0,,Springfield MO
44220,20210101,0.8977,0.8977,0,,Springfield OH
44300,20210101,1.0624,0.9429,0,,State College PA
44420,20210101,0.9363,0.9363,0,,Staunton VA
44700,20210101,1.4793,1.4349,0,,Stockton CA
44940,20210101,0.745,0.745,0,,Sumter SC
45060,20210101,0.978,0.9401,0,,Syracuse NY
45104,20210101,1.1505,1.1505,0,,Tacoma-Lakewood WA
45220,20210101,0.8289,0.7962,0,,Tallahassee FL
45300,20210101,0.8861,0.8861,0,,Tampa-St. Petersburg-Clearwater FL
45460,20210101,0.8852,0.8518,0,,Terre Haute IN
45500,20210101,0.8441,0.8441,0,,Texarkana TX-AR
45540,20210101,0.7932,0.7932,0,,The Villages FL
45780,20210101,0.89,0.8692,0,,Toledo OH
45820,20210101,0.8812,0.8812,0,,Topeka KS
45940,20210101,1.0547,1.0547,0,,Trenton-Princeton NJ
46060,20210101,0.8772,0.8772,0,,Tucson AZ
46140,20210101,0.8375,0.8375,0,,Tulsa OK
46220,20210101,0.7667,0.7667,0,,Tuscaloosa AL
46300,20210101,0.9162,0.9162,0,,Twin Falls ID
46340,20210101,0.8425,0.8276,0,,Tyler TX
46520,20210101,1.2414,1.2414,0,,Urban Honolulu HI
46540,20210101,0.9022,0.9022,0,,Utica-Rome NY
46660,20210101,0.7252,0.7252,0,,Valdosta GA
46700,20210101,1.7571,1.7079,0,,Vallejo CA
47020,20210101,0.8689,0.8689,0,,Victoria TX
47220,20210101,1.1224,1.1224,0,,Vineland-Bridgeton NJ
47260,20210101,0.8737,0.8737,0,,Virginia Beach-Norfolk-Newport News VA-NC
47300,20210101,0.9223,0.9223,0,,Visalia CA
47380,20210101,0.9247,0.9247,0,,Waco TX
47460,20210101,1.0751,1.0488,0,,Walla Walla WA
47580,20210101,0.7712,0.7516,0,,Warner Robins GA
47664,20210101,0.9588,0.939,0,,Warren-Troy-Farmington Hills MI
47894,20210101,0.9994,0.9853,0,,Washington-Arlington-Alexandria DC-VA-MD-WV
47940,20210101,0.8081,0.8081,0,,Waterloo-Cedar Falls IA
48060,20210101,0.9185,0.9185,0,,Watertown-Fort Drum NY
48140,20210101,0.8867,0.8867,0,,Wausau-Weston WI
48260,20210101,0.7934,0.7934,0,,Weirton-Steubenville WV-OH
48300,20210101,0.9653,0.9653,0,,Wenatchee WA
48424,20210101,0.8823,0.8823,0,,West Palm Beach-Boca Raton-Boynton Beach FL
48540,20210101,0.6684,0.6684,0,,Wheeling WV-OH
48620,20210101,0.8347,0.8347,0,,Wichita KS
