cbsa,effectiveDate,geographicWageIndex,reclassifiedWageIndex,ruralFloorWageIndex,imputedFloorWageIndex,name
10580,20220101,0.8294,0.8294,0,0,Albany-Schenectady-Troy NY
10740,20220101,0.8886,0.8886,0,0,Albuquerque NM
10780,20220101,0.8519,0.8401,0,0,Alexandria LA
10900,20220101,0.9769,0.9493,0,0,Allentown-Bethlehem-Easton PA-NJ
11020,20220101,0.8102,0.8102,0,0,Altoona PA
11100,20220101,0.7811,0.7811,0,0,Amarillo TX
11180,20220101,0.8944,0.8708,0,0,Ames IA
11244,20220101,1.2345,1.2153,0,0,Anaheim-Santa Ana-Irvine CA
11260,20220101,1.2012,1.2012,0,0,Anchorage AK
11460,20220101,1.0222,0.9378,0,0,Ann Arbor MI
11500,20220101,0.7164,0.7164,0,0,Anniston-Oxford AL
11540,20220101,0.9341,0.9341,0,0,Appleton WI
11640,20220101,0.3348,0.3348,0,0,Arecibo PR
11700,20220101,0.8534,0.8534,0,0,Asheville NC
12020,20220101,0.9217,0.9217,0,0,Athens-Clarke County GA
12060,20220101,0.9386,0.9262,0,0,Atlanta-Sandy Springs-Alpharetta GA
12100,20220101,1.0806,1.0806,0,0,Atlantic City-Hammonton NJ
12220,20220101,0.707,0.707,0,0,Auburn-Opelika AL
12260,20220101,0.8482,0.8482,0,0,Augusta-Richmond County GA-SC
12420,20220101,0.9302,0.8897,0,0,Austin-Round Rock-Georgetown TX
12540,20220101,1.1811,1.1811,0,0,Bakersfield CA
12580,20220101,0.9482,0.9482,0,0,Baltimore-Columbia-Towson MD
12620,20220101,0.9281,0.9281,0,0,Bangor ME
12700,20220101,1.2149,1.2149,0,0,Barnstable Town MA
12940,20220101,0.7918,0.772,0,0,Baton Rouge LA
12980,20220101,0.917,0.9055,0,0,Battle Creek MI
13020,20220101,0.9215,0.898,0,0,Bay City MI
13140,20220101,0.8211,0.8087,0,0,Beaumont-Port Arthur TX
13220,20220101,0.8042,0.8042,0,0,Beckley WV
13380,20220101,1.2253,1.2253,0,0,Bellingham WA
13460,20220101,1.0973,1.0973,0,0,Bend OR
13740,20220101,0.9532,0.9532,0,0,Billings MT
13780,20220101,0.8504,0.8504,0,0,Binghamton NY
13820,20220101,0.8005,0.7703,0,0,Birmingham-Hoover AL
13900,20220101,0.8497,0.8497,0,0,Bismarck ND
13980,20220101,0.8519,0.7805,0,0,Blacksburg-Christiansburg VA
14010,20220101,0.9258,0.8779,0,0,Bloomington IL
14020,20220101,0.9409,0.9409,0,0,Bloomington IN
14100,20220101,0.9628,0.9311,0,0,Bloomsburg-Berwick PA
14260,20220101,0.94,0.94,0,0,Boise City ID
14454,20220101,1.2023,1.1807,0,0,Boston MA
14500,20220101,1.0257,0.9901,0,0,Boulder CO
14540,20220101,0.86,0.86,0,0,Bowling Green KY
14740,20220101,1.1619,1.1012,0,0,Bremerton-Silverdale-Port Orchard WA
14860,20220101,1.208,1.208,0,0,Bridgeport-Stamford-Norwalk CT
15180,20220101,0.8542,0.8542,0,0,Brownsville-Harlingen TX
15260,20220101,0.7837,0.7837,0,0,Brunswick GA
15380,20220101,1.0303,0.9819,0,0,Buffalo-Cheektowaga NY
15500,20220101,0.8549,0.8549,0,0,Burlington NC
15540,20220101,0.976,0.976,0,0,Burlington-South Burlington VT
15680,20220101,0.8963,0.8963,0,0,California-Lexington Park MD
15764,20220101,1.0901,1.0901,0,0,Cambridge-Newton-Framingham MA
15804,20220101,1.0659,1.0659,0,0,Camden NJ
15940,20220101,0.7755,0.7755,0,0,Canton-Massillon OH
15980,20220101,0.9185,0.9038,0,0,Cape Coral-Fort Myers FL
16020,20220101,0.8151,0.7831,0,0,Cape Girardeau MO-IL
16060,20220101,0.8119,0.8119,0,0,Carbondale-Marion IL
16180,20220101,0.9999,0.9999,0,0,Carson City NV
16220,20220101,0.9517,0.9517,0,0,Casper WY
16300,20220101,0.8584,0.8446,0,0,Cedar Rapids IA
16540,20220101,1.1023,1.0791,0,0,Chambersburg-Waynesboro PA
16580,20220101,0.8781,0.8781,0,0,Champaign-Urbana IL
16620,20220101,0.8404,0.8404,0,0,Charleston WV
16700,20220101,0.9177,0.9076,0,0,Charleston-North Charleston SC
16740,20220101,0.9461,0.9339,0,0,Charlotte-Concord-Gastonia NC-SC
16820,20220101,0.935,0.9192,0,0,Charlottesville VA
16860,20220101,0.8569,0.8422,0,0,Chattanooga TN-GA
16940,20220101,0.9005,0.8788,0,0,Cheyenne WY
16984,20220101,1.0326,1.0183,0,0,Chicago-Naperville-Evanston IL
17020,20220101,1.1194,1.1194,0,0,Chico CA
17140,20220101,0.9248,0.9248,0,0,Cincinnati OH-KY-IN
17300,20220101,0.741,0.741,0,0,Clarksville TN-KY
17420,20220101,0.745,0.745,0,0,Cleveland TN
17460,20220101,0.886,0.8668,0,0,Cleveland-Elyria OH
17660,20220101,0.9281,0.9281,0,0,Coeur d'Alene ID
17780,20220101,0.8352,0.8352,0,0,College Station-Bryan TX
17820,20220101,0.9456,0.9456,0,0,Colorado Springs CO
17860,20220101,0.856,0.8388,0,0,Columbia MO
17900,20220101,0.8756,0.858,0,0,Columbia SC
17980,20220101,0.7831,0.7532,0,0,Columbus GA-AL
18020,20220101,1.0354,1.0046,0,0,Columbus IN
18140,20220101,0.9354,0.9198,0,0,Columbus OH
18580,20220101,0.9259,0.8807,0,0,Corpus Christi TX
18700,20220101,1.1129,1.1129,0,0,Corvallis OR
18880,20220101,0.869,0.8066,0,0,Crestview-Fort Walton Beach-Destin FL
19060,20220101,0.9074,0.9074,0,0,Cumberland MD-WV
19124,20220101,0.9552,0.9552,0,0,Dallas-Plano-Irving TX
19140,20220101,0.8779,0.8779,0,0,Dalton GA
19180,20220101,0.9523,0.9418,0,0,Danville IL
19300,20220101,0.7206,0.7206,0,0,Daphne-Fairhope-Foley AL
19340,20220101,0.8256,0.8256,0,0,Davenport-Moline-Rock Island IA-IL
19430,20220101,0.9155,0.9051,0,0,Dayton-Kettering OH
19460,20220101,0.6839,0.6839,0,0,Decatur AL
19500,20220101,0.8467,0.8467,0,0,Decatur IL
19660,20220101,0.8241,0.8241,0,0,Deltona-Daytona Beach-Ormond Beach FL
19740,20220101,0.9805,0.9805,0,0,Denver-Aurora-Lakewood CO
19780,20220101,0.8862,0.8862,0,0,Des Moines-West Des Moines IA
19804,20220101,0.902,0.902,0,0,Detroit-Dearborn-Livonia MI
20020,20220101,0.6887,0.6887,0,0,Dothan AL
20100,20220101,1.0134,0.9747,0,0,Dover DE
20220,20220101,0.8412,0.8412,0,0,Dubuque IA
20260,20220101,0.9935,0.9935,0,0,Duluth MN-WI
20500,20220101,0.9649,0.9307,0,0,Durham-Chapel Hill NC
20700,20220101,0.9087,0.8702,0,0,East Stroudsburg PA
20740,20220101,1.0174,0.9711,0,0,Eau Claire WI
20940,20220101,0.9018,0.9018,0,0,El Centro CA
20994,20220101,1.0164,1.0014,0,0,Elgin IL
21060,20220101,0.7779,0.7779,0,0,Elizabethtown-Fort Knox KY
21140,20220101,1.0046,1.0046,0,0,Elkhart-Goshen IN
21300,20220101,0.9437,0.9437,0,0,Elmira NY
21340,20220101,0.789,0.789,0,0,El Paso TX
21420,20220101,0.8458,0.8458,0,0,Enid OK
21500,20220101,0.763,0.763,0,0,Erie PA
21660,20220101,1.1752,1.129,0,0,Eugene-Springfield OR
21780,20220101,0.9275,0.886,0,0,Evansville IN-KY
21820,20220101,0.9478,0.9478,0,0,Fairbanks AK
22020,20220101,0.7779,0.7779,0,0,Fargo ND-MN
22140,20220101,0.9192,0.9192,0,0,Farmington NM
22180,20220101,0.8615,0.8367,0,0,Fayetteville NC
22220,20220101,0.8271,0.8126,0,0,Fayetteville-Springdale-Rogers AR
22380,20220101,1.0352,1.0142,0,0,Flagstaff AZ
22420,20220101,1.0634,0.9495,0,0,Flint MI
22500,20220101,0.8048,0.8048,0,0,Florence SC
22520,20220101,0.6418,0.6418,0,0,Florence-Muscle Shoals AL
22540,20220101,0.8294,0.8294,0,0,Fond du Lac WI
22660,20220101,0.9719,0.9719,0,0,Fort Collins CO
22744,20220101,0.9166,0.9166,0,0,Fort Lauderdale-Pompano Beach-Sunrise FL
22900,20220101,0.7998,0.7998,0,0,Fort Smith AR-OK
23060,20220101,0.9153,0.8999,0,0,Fort Wayne IN
23104,20220101,0.9587,0.9587,0,0,Fort Worth-Arlington-Grapevine TX
23224,20220101,0.9585,0.9585,0,0,Frederick-Gaithersburg-Rockville MD
23420,20220101,1.073,1.073,0,0,Fresno CA
23460,20220101,0.6957,0.6957,0,0,Gadsden AL
23540,20220101,0.8829,0.8437,0,0,Gainesville FL
23580,20220101,0.9281,0.9281,0,0,Gainesville GA
23844,20220101,0.9243,0.9243,0,0,Gary IN
23900,20220101,1.0157,0.9942,0,0,Gettysburg PA
24020,20220101,0.7619,0.7619,0,0,Glens Falls NY
24140,20220101,0.9758,0.9758,0,0,Goldsboro NC
24220,20220101,0.8302,0.8302,0,0,Grand Forks ND-MN
24260,20220101,0.9469,0.9196,0,0,Grand Island NE
24300,20220101,0.9048,0.9048,0,0,Grand Junction CO
24340,20220101,0.9042,0.8882,0,0,Grand Rapids-Kentwood MI
24420,20220101,1.0706,1.0706,0,0,Grants Pass OR
24500,20220101,0.8215,0.8215,0,0,Great Falls MT
24540,20220101,0.8935,0.8935,0,0,Greeley CO
24580,20220101,0.9204,0.9074,0,0,Green Bay WI
24660,20220101,0.8854,0.8854,0,0,Greensboro-High Point NC
24780,20220101,0.9038,0.8792,0,0,Greenville NC
24860,20220101,0.8741,0.8741,0,0,Greenville-Anderson SC
25020,20220101,0.3878,0.3878,0,0,Guayama PR
25060,20220101,0.7434,0.7434,0,0,Gulfport-Biloxi MS
25180,20220101,0.8627,0.8627,0,0,Hagerstown-Martinsburg MD-WV
25220,20220101,0.8121,0.8121,0,0,Hammond LA
25260,20220101,1.0381,1.0381,0,0,Hanford-Corcoran CA
25420,20220101,0.9544,0.9544,0,0,Harrisburg-Carlisle PA
25500,20220101,0.9354,0.9354,0,0,Harrisonburg VA
25540,20220101,1.0943,1.0943,0,0,Hartford-East Hartford-Middletown CT
25620,20220101,0.7365,0.7365,0,0,Hattiesburg MS
25860,20220101,0.856,0.8426,0,0,Hickory-Lenoir-Morganton NC
25940,20220101,0.7991,0.7991,0,0,Hilton Head Island-Bluffton SC
25980,20220101,0.9079,0.9079,0,0,Hinesville GA
26140,20220101,0.8547,0.8547,0,0,Homosassa Springs FL
26300,20220101,0.8584,0.8584,0,0,Hot Springs AR
26380,20220101,0.6955,0.6955,0,0,Houma-Thibodaux LA
26420,20220101,0.9873,0.9749,0,0,Houston-The Woodlands-Sugar Land TX
26580,20220101,0.851,0.851,0,0,Huntington-Ashland WV-KY-OH
26620,20220101,0.8181,0.7788,0,0,Huntsville AL
26820,20220101,0.8428,0.8428,0,0,Idaho Falls ID
26900,20220101,0.9708,0.9708,0,0,Indianapolis-Carmel-Anderson IN
26980,20220101,0.9437,0.8931,0,0,Iowa City IA
27060,20220101,1.0674,0.9033,0,0,Ithaca NY
27100,20220101,0.7991,0.7991,0,0,Jackson MI
27140,20220101,0.8139,0.7959,0,0,Jackson MS
27180,20220101,0.7219,0.7219,0,0,Jackson TN
27260,20220101,0.8393,0.8393,0,0,Jacksonville FL
27340,20220101,0.7918,0.7918,0,0,Jacksonville NC
27500,20220101,0.9121,0.9121,0,0,Janesville-Beloit WI
27620,20220101,0.8081,0.8081,0,0,Jefferson City MO
27740,20220101,0.6852,0.6852,0,0,Johnson City TN
27780,20220101,0.7532,0.7532,0,0,Johnstown PA
27860,20220101,0.8002,0.8002,0,0,Jonesboro AR
27900,20220101,0.7713,0.7713,0,0,Joplin MO
27980,20220101,1.3054,1.3054,0,0,Kahului-Wailuku-Lahaina HI
28020,20220101,0.9536,0.9536,0,0,Kalamazoo-Portage MI
28100,20220101,0.8837,0.8671,0,0,Kankakee IL
28140,20220101,0.9089,0.9089,0,0,Kansas City MO-KS
28420,20220101,1.0373,1.0373,0,0,Kennewick-Richland WA
28660,20220101,0.9456,0.9456,0,0,Killeen-Temple TX
28700,20220101,0.6929,0.6929,0,0,Kingsport-Bristol TN-VA
28740,20220101,0.9736,0.9736,0,0,Kingston NY
28940,20220101,0.7119,0.7119,0,0,Knoxville TN
29020,20220101,0.951,0.951,0,0,Kokomo IN
29100,20220101,0.9441,0.9441,0,0,La Crosse-Onalaska WI-MN
29180,20220101,0.7625,0.7625,0,0,Lafayette LA
29200,20220101,0.996,0.996,0,0,Lafayette-West Lafayette IN
29340,20220101,0.7698,0.7587,0,0,Lake Charles LA
29404,20220101,1.0504,1.0504,0,0,Lake County-Kenosha County IL-WI
29420,20220101,0.9123,0.9123,0,0,Lake Havasu City-Kingman AZ
29460,20220101,0.7897,0.7897,0,0,Lakeland-Winter Haven FL
29540,20220101,0.9211,0.9211,0,0,Lancaster PA
29620,20220101,0.945,0.9272,0,0,Lansing-East Lansing MI
29700,20220101,0.7732,0.7732,0,0,Laredo TX
29740,20220101,0.9102,0.8634,0,0,Las Cruces NM
29820,20220101,1.1386,1.1386,0,0,Las Vegas-Henderson-Paradise NV
29940,20220101,0.854,0.854,0,0,Lawrence KS
30020,20220101,0.7078,0.7078,0,0,Lawton OK
30140,20220101,0.9476,0.9476,0,0,Lebanon PA
30300,20220101,0.8489,0.8489,0,0,Lewiston ID-WA
30340,20220101,0.8835,0.8835,0,0,Lewiston-Auburn ME
30460,20220101,0.8773,0.8668,0,0,Lexington-Fayette KY
30620,20220101,0.8185,0.8185,0,0,Lima OH
30700,20220101,0.9653,0.9653,0,0,Lincoln NE
30780,20220101,0.8202,0.8031,0,0,Little Rock-North Little Rock-Conway AR
30860,20220101,0.9384,0.9384,0,0,Logan UT-ID
30980,20220101,0.8458,0.8458,0,0,Longview TX
31020,20220101,1.1266,1.1266,0,0,Longview WA
31084,20220101,1.2843,1.2843,0,0,Los Angeles-Long Beach-Glendale CA
31140,20220101,0.8677,0.8677,0,0,Louisville/Jefferson County KY-IN
31180,20220101,0.8356,0.8356,0,0,Lubbock TX
31340,20220101,0.8738,0.8738,0,0,Lynchburg VA
31420,20220101,0.8897,0.8572,0,0,Macon-Bibb County GA
31460,20220101,0.8144,0.8144,0,0,Madera CA
31540,20220101,1.0177,1.0005,0,0,Madison WI
31700,20220101,0.9632,0.9632,0,0,Manchester-Nashua NH
31740,20220101,0.8363,0.8363,0,0,Manhattan KS
31860,20220101,1.0403,1.0403,0,0,Mankato MN
31900,20220101,0.882,0.882,0,0,Mansfield OH
32420,20220101,0.3541,0.3541,0,0,Mayaguez PR
32580,20220101,0.7935,0.7935,0,0,McAllen-Edinburg-Mission TX
32780,20220101,1.1097,1.1097,0,0,Medford OR
32820,20220101,0.8458,0.8155,0,0,Memphis TN-MS-AR
32900,20220101,1.2845,1.2845,0,0,Merced CA
33124,20220101,0.9318,0.9318,0,0,Miami-Miami Beach-Kendall FL
33140,20220101,0.9259,0.9259,0,0,Michigan City-La Porte IN
33220,20220101,0.8632,0.8632,0,0,Midland MI
33260,20220101,0.8326,0.8326,0,0,Midland TX
33340,20220101,0.9747,0.9621,0,0,Milwaukee-Waukesha WI
33460,20220101,1.0789,1.0593,0,0,Minneapolis-St. Paul-Bloomington MN-WI
33540,20220101,0.9232,0.91,0,0,Missoula MT
33660,20220101,0.7619,0.7619,0,0,Mobile AL
33700,20220101,1.2873,1.2873,0,0,Modesto CA
33740,20220101,0.7395,0.7395,0,0,Monroe LA
33780,20220101,0.8514,0.8514,0,0,Monroe MI
33860,20220101,0.729,0.729,0,0,Montgomery AL
33874,20220101,0.9734,0.9734,0,0,Montgomery County-Bucks County-Chester County PA
34060,20220101,0.7989,0.7989,0,0,Morgantown WV
34100,20220101,0.6783,0.6783,0,0,Morristown TN
34580,20220101,1.017,1.017,0,0,Mount Vernon-Anacortes WA
34620,20220101,1.0127,0.9788,0,0,Muncie IN
34740,20220101,0.9121,0.9121,0,0,Muskegon MI
34820,20220101,0.8458,0.8183,0,0,Myrtle Beach-Conway-North Myrtle Beach SC-NC
34900,20220101,1.5257,1.5257,0,0,Napa CA
34940,20220101,0.891,0.891,0,0,Naples-Marco Island FL
34980,20220101,0.8701,0.8525,0,0,Nashville-Davidson--Murfreesboro--Franklin TN
35004,20220101,1.2918,1.2412,0,0,Nassau County-Suffolk County NY
35084,20220101,1.0903,1.0608,0,0,Newark NJ-PA
35100,20220101,0.8194,0.8022,0,0,New Bern NC
35154,20220101,1.0668,1.0668,0,0,New Brunswick-Lakewood NJ
35300,20220101,1.1358,1.108,0,0,New Haven-Milford CT
35380,20220101,0.8343,0.8146,0,0,New Orleans-Metairie LA
35614,20220101,1.3427,1.3078,0,0,New York-Jersey City-White Plains NY-NJ
35660,20220101,0.8124,0.8124,0,0,Niles MI
35840,20220101,0.925,0.8747,0,0,North Port-Sarasota-Bradenton FL
35980,20220101,1.1822,1.1822,0,0,Norwich-New London CT
36084,20220101,1.7524,1.7253,0,0,Oakland-Berkeley-Livermore CA
36100,20220101,0.8534,0.8534,0,0,Ocala FL
36140,20220101,1.0628,1.0341,0,0,Ocean City NJ
36220,20220101,0.8664,0.8664,0,0,Odessa TX
36260,20220101,0.9104,0.9104,0,0,Ogden-Clearfield UT
36420,20220101,0.8702,0.8702,0,0,Oklahoma City OK
36500,20220101,1.1264,1.1264,0,0,Olympia-Lacey-Tumwater WA
36540,20220101,0.9454,0.9454,0,0,Omaha-Council Bluffs NE-IA
36740,20220101,0.8942,0.8942,0,0,Orlando-Kissimmee-Sanford FL
36780,20220101,0.9405,0.9405,0,0,Oshkosh-Neenah WI
36980,20220101,0.8339,0.8339,0,0,Owensboro KY
37100,20220101,1.4128,1.4128,0,0,Oxnard-Thousand Oaks-Ventura CA
37340,20220101,0.8968,0.8968,0,0,Palm Bay-Melbourne-Titusville FL
37460,20220101,0.8849,0.8137,0,0,Panama City FL
37620,20220101,0.7738,0.7738,0,0,Parkersburg-Vienna WV
37860,20220101,0.8,0.7854,0,0,Pensacola-Ferry Pass-Brent FL
37900,20220101,0.8493,0.8493,0,0,Peoria IL
37964,20220101,1.0928,1.0726,0,0,Philadelphia PA
38060,20220101,0.9756,0.9539,0,0,Phoenix-Mesa-Chandler AZ
38220,20220101,0.7827,0.7827,0,0,Pine Bluff AR
38300,20220101,0.8232,0.8061,0,0,Pittsburgh PA
38340,20220101,1.061,0.9977,0,0,Pittsfield MA
38540,20220101,0.8743,0.8743,0,0,Pocatello ID
38660,20220101,0.3578,0.3578,0,0,Ponce PR
38860,20220101,1.0207,0.9845,0,0,Portland-South Portland ME
38900,20220101,1.2031,1.1839,0,0,Portland-Vancouver-Hillsboro OR-WA
38940,20220101,0.8854,0.8854,0,0,Port St. Lucie FL
39100,20220101,1.2191,1.2089,0,0,Poughkeepsie-Newburgh-Middletown NY
39150,20220101,1.0099,1.0099,0,0,Prescott Valley-Prescott AZ
39300,20220101,1.0275,1.0275,0,0,Providence-Warwick RI-MA
39340,20220101,0.9389,0.9389,0,0,Provo-Orem UT
39380,20220101,0.7957,0.7957,0,0,Pueblo CO
39460,20220101,0.8441,0.8441,0,0,Punta Gorda FL
39540,20220101,0.9702,0.9702,0,0,Racine WI
39580,20220101,0.9557,0.9294,0,0,Raleigh-Cary NC
39660,20220101,0.8282,0.8282,0,0,Rapid City SD
39740,20220101,0.9849,0.9713,0,0,Reading PA
39820,20220101,1.3399,1.3399,0,0,Redding CA
39900,20220101,0.94,0.94,0,0,Reno NV
40060,20220101,0.9204,0.9204,0,0,Richmond VA
40140,20220101,1.195,1.195,0,0,Riverside-San Bernardino-Ontario CA
40220,20220101,0.8512,0.8512,0,0,Roanoke VA
40340,20220101,1.0424,1.0157,0,0,Rochester MN
40380,20220101,0.8953,0.8953,0,0,Rochester NY
40420,20220101,0.9933,0.979,0,0,Rockford IL
40484,20220101,1.0307,1.0307,0,0,Rockingham County-Strafford County NH
40580,20220101,0.8574,0.8574,0,0,Rocky Mount NC
40660,20220101,0.8692,0.8692,0,0,Rome GA
40900,20220101,1.6377,1.6377,0,0,Sacramento-Roseville-Folsom CA
40980,20220101,0.894,0.894,0,0,Saginaw MI
41060,20220101,0.9537,0.9537,0,0,St. Cloud MN
41100,20220101,0.9817,0.9817,0,0,St. George UT
41140,20220101,0.979,0.9376,0,0,St. Joseph MO-KS
41180,20220101,0.9422,0.9422,0,0,St. Louis MO-IL
41420,20220101,1.1236,1.1236,0,0,Salem OR
41500,20220101,1.7853,1.7853,0,0,Salinas CA
41540,20220101,0.9053,0.9053,0,0,Salisbury MD-DE
41620,20220101,0.9824,0.9643,0,0,Salt Lake City UT
41660,20220101,0.826,0.826,0,0,San Angelo TX
41700,20220101,0.8382,0.8382,0,0,San Antonio-New Braunfels TX
41740,20220101,1.2648,1.2648,0,0,San Diego-Chula Vista-Carlsbad CA
41884,20220101,1.796,1.796,0,0,San Francisco-San Mateo-Redwood City CA
41900,20220101,0.4017,0.4017,0,0,San German PR
41940,20220101,1.8433,1.8433,0,0,San Jose-Sunnyvale-Santa Clara CA
41980,20220101,0.3884,0.3884,0,0,San Juan-Bayamon-Caguas PR
42020,20220101,1.2883,1.2883,0,0,San Luis Obispo-Paso Robles CA
42034,20220101,1.7836,1.7116,0,0,San Rafael CA
42100,20220101,1.8889,1.8889,0,0,Santa Cruz-Watsonville CA
42140,20220101,0.9903,0.9262,0,0,Santa Fe NM
42200,20220101,1.4382,1.4163,0,0,Santa Maria-Santa Barbara CA
42220,20220101,1.6862,1.6862,0,0,Santa Rosa-Petaluma CA
42340,20220101,0.8157,0.8157,0,0,Savannah GA
42540,20220101,0.8563,0.8563,0,0,Scranton--Wilkes-Barre PA
42644,20220101,1.1711,1.1563,0,0,Seattle-Bellevue-Kent WA
42680,20220101,0.8033,0.8033,0,0,Sebastian-Vero Beach FL
42700,20220101,0.8307,0.8307,0,0,Sebring-Avon Park FL
43100,20220101,0.9376,0.8976,0,0,Sheboygan WI
43300,20220101,0.823,0.823,0,0,Sherman-Denison TX
43340,20220101,0.8031,0.8031,0,0,Shreveport-Bossier City LA
43420,20220101,0.7866,0.7866,0,0,Sierra Vista-Douglas AZ
43580,20220101,0.8302,0.8302,0,0,Sioux City IA-NE-SD
43620,20220101,0.7955,0.7955,0,0,Sioux Falls SD
43780,20220101,1.0018,0.9367,0,0,South Bend-Mishawaka IN-MI
43900,20220101,0.8708,0.8708,0,0,Spartanburg SC
44060,20220101,1.0784,1.0429,0,0,Spokane-Spokane Valley WA
44100,20220101,0.902,0.8847,0,0,Springfield IL
44140,20220101,0.9437,0.9437,0,0,Springfield MA
44180,20220101,0.7827,0.7711,0,0,Springfield MO
44220,20220101,0.8562,0.8562,0,0,Springfield OH
44300,20220101,1.0546,0.9634,0,0,State College PA
44420,20220101,0.9645,0.9645,0,0,Staunton VA
44700,20220101,1.4672,1.4247,0,0,Stockton CA
44940,20220101,0.7403,0.7403,0,0,Sumter SC
45060,20220101,1.014,0.9666,0,0,Syracuse NY
45104,20220101,1.1811,1.1811,0,0,Tacoma-Lakewood WA
45220,20220101,0.8404,0.8181,0,0,Tallahassee FL
45300,20220101,0.8721,0.8721,0,0,Tampa-St. Petersburg-Clearwater FL
45460,20220101,0.8673,0.8529,0,0,Terre Haute IN
45500,20220101,0.8181,0.7993,0,0,Texarkana TX-AR
45540,20220101,0.7879,0.7879,0,0,The Villages FL
45780,20220101,0.8428,0.8428,0,0,Toledo OH
45820,20220101,0.851,0.851,0,0,Topeka KS
45940,20220101,1.0359,1.0359,0,0,Trenton-Princeton NJ
46060,20220101,0.8448,0.8448,0,0,Tucson AZ
46140,20220101,0.8367,0.8367,0,0,Tulsa OK
46220,20220101,0.7758,0.7465,0,0,Tuscaloosa AL
46300,20220101,0.9027,0.9027,0,0,Twin Falls ID
46340,20220101,0.8256,0.8256,0,0,Tyler TX
46520,20220101,1.283,1.283,0,0,Urban Honolulu HI
46540,20220101,0.8968,0.8809,0,0,Utica-Rome NY
46660,20220101,0.7701,0.7701,0,0,Valdosta GA
46700,20220101,1.7574,1.7574,0,0,Vallejo CA
47020,20220101,0.8393,0.8393,0,0,Victoria TX
