cbsa,effectiveDate,geographicWageIndex,reclassifiedWageIndex,imputedFloorWageIndex,name
19340,20230101,0.7752,0.7752,0,Davenport-Moline-Rock Island IA-IL
19430,20230101,0.8697,0.8697,0,Dayton-Kettering OH
19460,20230101,0.824,0.824,0,Decatur AL
19500,20230101,0.8805,0.8805,0,Decatur IL
19660,20230101,0.8188,0.8188,0,Deltona-Daytona Beach-Ormond Beach FL
19740,20230101,0.9745,0.9745,0,Denver-Aurora-Lakewood CO
19780,20230101,0.8585,0.8585,0,Des Moines-West Des Moines IA
19804,20230101,0.8894,0.8894,0,Detroit-Dearborn-Livonia MI
20020,20230101,0.6794,0.6794,0,Dothan AL
20100,20230101,1.0295,0.9863,0,Dover DE
20220,20230101,0.8261,0.8261,0,Dubuque IA
20260,20230101,0.994,0.994,0,Duluth MN-WI
20500,20230101,0.9782,0.9389,0,Durham-Chapel Hill NC
20700,20230101,0.9456,0.9031,0,East Stroudsburg PA
20740,20230101,0.9367,0.9033,0,Eau Claire WI
20940,20230101,0.927,0.927,0,El Centro CA
20994,20230101,1.0262,1.0262,0,Elgin IL
21060,20230101,0.8988,0.8988,0,Elizabethtown-Fort Knox KY
